,player_face_url,sofifa_id,short_name,long_name,overall,player_positions,league_name,club_name,nationality_name,likes,dislikes
479,https://cdn.sofifa.net/players/229/237/22_120.png,229237,M. Akanji,Manuel Obafemi Akanji,80,CB,German 1. Bundesliga,Borussia Dortmund,Switzerland,124,11
480,https://cdn.sofifa.net/players/229/261/22_120.png,229261,D. Zakaria,Denis Lemi Zakaria Lako Lado,80,"CDM, CB",German 1. Bundesliga,Borussia Mönchengladbach,Switzerland,361,29
481,https://cdn.sofifa.net/players/229/582/22_120.png,229582,G. Mancini,Gianluca Mancini,80,"CB, CDM",Italian Serie A,Roma,Italy,41,9
482,https://cdn.sofifa.net/players/229/857/22_120.png,229857,S. Sensi,Stefano Sensi,80,"CM, CDM",Italian Serie A,Inter,Italy,55,6
483,https://cdn.sofifa.net/players/229/927/22_120.png,229927,Gerson,Gerson Santos da Silva,80,CM,French Ligue 1,Olympique de Marseille,Brazil,80,6
484,https://cdn.sofifa.net/players/230/201/22_120.png,230201,Maikel Catarino,Maikel Renan Catarino Fagundes,80,"RB, RM",Campeonato Brasileiro Série A,Sport Club Corinthians Paulista,Brazil,6,2
485,https://cdn.sofifa.net/players/230/204/22_120.png,230204,Héniton Pires,Héniton Enaldo Pires Tramontino,80,GK,Campeonato Brasileiro Série A,Flamengo,Brazil,3,4
486,https://cdn.sofifa.net/players/230/271/22_120.png,230271,Laure Santeiro,Laureano Thomas Santeiro Marre,80,"CAM, LM, LW",Campeonato Brasileiro Série A,Fluminense,Brazil,25,5
487,https://cdn.sofifa.net/players/230/313/22_120.png,230313,Tony Abranjes,Tony Josimar Abranjes Meneses,80,CB,Campeonato Brasileiro Série A,Internacional,Brazil,3,2
488,https://cdn.sofifa.net/players/230/767/22_120.png,230767,Renato Sanches,Renato Júnior Luz Sanches,80,"CM, RM",French Ligue 1,LOSC Lille,Portugal,699,62
489,https://cdn.sofifa.net/players/231/447/22_120.png,231447,D. Malen,Donyell Malen,80,ST,German 1. Bundesliga,Borussia Dortmund,Netherlands,227,25
490,https://cdn.sofifa.net/players/232/119/22_120.png,232119,Ç. Söyüncü,Çağlar Söyüncü,80,CB,English Premier League,Leicester City,Turkey,163,23
491,https://cdn.sofifa.net/players/232/293/22_120.png,232293,V. Osimhen,Victor James Osimhen,80,ST,Italian Serie A,Napoli,Nigeria,347,40
492,https://cdn.sofifa.net/players/233/195/22_120.png,233195,X. Schlager,Xaver Schlager,80,"CDM, CM",German 1. Bundesliga,VfL Wolfsburg,Austria,58,4
493,https://cdn.sofifa.net/players/233/306/22_120.png,233306,D. Henderson,Dean Henderson,80,GK,English Premier League,Manchester United,England,238,21
494,https://cdn.sofifa.net/players/236/401/22_120.png,236401,N. Mazraoui,Noussair Mazraoui,80,RB,Holland Eredivisie,Ajax,Morocco,155,20
495,https://cdn.sofifa.net/players/236/583/22_120.png,236583,J. Pavlenka,Jiří Pavlenka,80,GK,German 2. Bundesliga,SV Werder Bremen,Czech Republic,44,2
496,https://cdn.sofifa.net/players/236/987/22_120.png,236987,B. Kamara,Boubacar Bernard Kamara,80,"CDM, CB",French Ligue 1,Olympique de Marseille,France,332,24
497,https://cdn.sofifa.net/players/237/238/22_120.png,237238,S. McTominay,Scott McTominay,80,"CDM, CM",English Premier League,Manchester United,Scotland,186,55
498,https://cdn.sofifa.net/players/237/383/22_120.png,237383,A. Bastoni,Alessandro Bastoni,80,CB,Italian Serie A,Inter,Italy,209,29
499,https://cdn.sofifa.net/players/238/794/22_120.png,238794,Vinícius Jr.,Vinícius José Paixão de Oliveira Júnior,80,LW,Spain Primera Division,Real Madrid CF,Brazil,700,148
500,https://cdn.sofifa.net/players/239/207/22_120.png,239207,M. Gómez,Maximiliano Gómez González,80,ST,Spain Primera Division,Valencia CF,Uruguay,112,12
501,https://cdn.sofifa.net/players/240/709/22_120.png,240709,R. Baku,Ridle Bote Baku,80,"RM, RB, CM",German 1. Bundesliga,VfL Wolfsburg,Germany,105,12
502,https://cdn.sofifa.net/players/240/900/22_120.png,240900,Unai Núñez,Unai Núñez Gestoso,80,CB,Spain Primera Division,Athletic Club de Bilbao,Spain,53,3
503,https://cdn.sofifa.net/players/241/084/22_120.png,241084,L. Díaz,Luis Fernando Díaz Marulanda,80,LM,Portuguese Liga ZON SAGRES,FC Porto,Colombia,297,29
504,https://cdn.sofifa.net/players/241/095/22_120.png,241095,N. Vlašić,Nikola Vlašić,80,CAM,English Premier League,West Ham United,Croatia,165,16
505,https://cdn.sofifa.net/players/243/576/22_120.png,243576,Pedro Porro,Pedro Antonio Porro Sauceda,80,"RWB, RM",Portuguese Liga ZON SAGRES,Sporting CP,Spain,135,16
506,https://cdn.sofifa.net/players/244/369/22_120.png,244369,V. Tsygankov,Viktor Tsygankov,80,RM,Ukrainian Premier League,Dynamo Kyiv,Ukraine,191,14
507,https://cdn.sofifa.net/players/244/470/22_120.png,244470,V. Coufal,Vladimír Coufal,80,"RB, RWB",English Premier League,West Ham United,Czech Republic,23,1
508,https://cdn.sofifa.net/players/246/669/22_120.png,246669,B. Saka,Bukayo Saka,80,"RM, LM, LB",English Premier League,Arsenal,England,545,84
509,https://cdn.sofifa.net/players/000/041/22_120.png,41,Iniesta,Andrés Iniesta Luján,79,"CM, CAM",Japanese J. League Division 1,Vissel Kobe,Spain,234,28
510,https://cdn.sofifa.net/players/138/412/22_120.png,138412,J. Milner,James Philip Milner,79,"CM, LB, RB",English Premier League,Liverpool,England,81,11
511,https://cdn.sofifa.net/players/156/616/22_120.png,156616,F. Ribéry,Franck Bilal Ribéry,79,"CF, LW",Italian Serie A,US Salernitana 1919,France,112,22
512,https://cdn.sofifa.net/players/158/121/22_120.png,158121,B. Costil,Benoît Costil,79,GK,French Ligue 1,FC Girondins de Bordeaux,France,15,3
513,https://cdn.sofifa.net/players/159/145/22_120.png,159145,B. Gomis,Bafétimbi Fredius Gomis,79,ST,Saudi Abdul L. Jameel League,Al Hilal,France,59,4
514,https://cdn.sofifa.net/players/162/240/22_120.png,162240,M. Dembélé,Mousa Sidi Yaya Dembélé,79,"CM, CAM, CDM",Chinese Super League,Guangzhou City,Belgium,65,7
515,https://cdn.sofifa.net/players/170/890/22_120.png,170890,B. Matuidi,Blaise Matuidi,79,"CDM, CM",USA Major League Soccer,Inter Miami CF,France,84,11
516,https://cdn.sofifa.net/players/173/221/22_120.png,173221,A. Candreva,Antonio Candreva,79,"RM, RWB",Italian Serie A,U.C. Sampdoria,Italy,37,4
517,https://cdn.sofifa.net/players/176/550/22_120.png,176550,D. Ospina,David Ospina Ramírez,79,GK,Italian Serie A,Napoli,Colombia,33,7
518,https://cdn.sofifa.net/players/176/635/22_120.png,176635,M. Özil,Mesut Özil,79,"CAM, RW",Turkish Süper Lig,Fenerbahçe SK,Germany,266,90
519,https://cdn.sofifa.net/players/176/919/22_120.png,176919,N. Guzmán,Nahuel Ignacio Guzmán,79,GK,Mexican Liga MX,Tigres U.A.N.L.,Argentina,19,9
520,https://cdn.sofifa.net/players/178/509/22_120.png,178509,O. Giroud,Olivier Giroud,79,ST,Italian Serie A,AC Milan,France,129,30
521,https://cdn.sofifa.net/players/184/484/22_120.png,184484,G. Sigurðsson,Gylfi Þór Sigurðsson,79,"CAM, CM",English Premier League,Everton,Iceland,81,84
522,https://cdn.sofifa.net/players/186/682/22_120.png,186682,Montoro,Ángel Montoro Sánchez,79,"CDM, CM, CAM",Spain Primera Division,Granada CF,Spain,4,0
523,https://cdn.sofifa.net/players/187/052/22_120.png,187052,Y. M'Vila,Yann Gérard M'Vila,79,"CDM, CM, CB",Greek Super League,Olympiacos CFP,France,27,5
524,https://cdn.sofifa.net/players/188/041/22_120.png,188041,Rafael Carioca,Rafael de Souza Pereira,79,"CDM, CM",Mexican Liga MX,Tigres U.A.N.L.,Brazil,16,3
525,https://cdn.sofifa.net/players/188/042/22_120.png,188042,M. Suárez,Matías Ezequiel Suárez,79,"ST, LW",Argentina Primera División,River Plate,Argentina,23,7
526,https://cdn.sofifa.net/players/189/560/22_120.png,189560,Iborra,Vicente Iborra de la Fuente,79,"CDM, CM",Spain Primera Division,Villarreal CF,Spain,15,5
527,https://cdn.sofifa.net/players/189/615/22_120.png,189615,A. Cresswell,Aaron Cresswell,79,"LB, CB",English Premier League,West Ham United,England,26,2
528,https://cdn.sofifa.net/players/189/682/22_120.png,189682,B. Mee,Ben Mee,79,CB,English Premier League,Burnley,England,20,1
529,https://cdn.sofifa.net/players/189/805/22_120.png,189805,L. de Jong,Luuk de Jong,79,ST,Spain Primera Division,FC Barcelona,Netherlands,58,24
530,https://cdn.sofifa.net/players/190/584/22_120.png,190584,Illarramendi,Asier Illarramendi Andonegi,79,"CDM, CM",Spain Primera Division,Real Sociedad,Spain,38,2
531,https://cdn.sofifa.net/players/190/717/22_120.png,190717,M. Antonio,Michail Antonio,79,"ST, RM",English Premier League,West Ham United,Jamaica,85,20
532,https://cdn.sofifa.net/players/190/745/22_120.png,190745,M. Silvestri,Marco Silvestri,79,GK,Italian Serie A,Udinese Calcio,Italy,4,2
533,https://cdn.sofifa.net/players/190/813/22_120.png,190813,S. El Shaarawy,Stephan El Shaarawy,79,"LW, LM",Italian Serie A,Roma,Italy,212,18
534,https://cdn.sofifa.net/players/191/202/22_120.png,191202,N. Matić,Nemanja Matić,79,CDM,English Premier League,Manchester United,Serbia,89,16
535,https://cdn.sofifa.net/players/191/740/22_120.png,191740,Ander Herrera,Ander Herrera Agüera,79,"CM, CDM",French Ligue 1,Paris Saint-Germain,Spain,92,16
536,https://cdn.sofifa.net/players/192/064/22_120.png,192064,Gao Late,高拉特,79,"ST, RW, CAM",Chinese Super League,Guangzhou FC,China PR,19,3
537,https://cdn.sofifa.net/players/192/123/22_120.png,192123,C. Wood,Christopher Grant Wood,79,ST,English Premier League,Burnley,New Zealand,38,15
538,https://cdn.sofifa.net/players/192/598/22_120.png,192598,Ai Kesen,艾克森,79,ST,Chinese Super League,Guangzhou FC,China PR,16,15
539,https://cdn.sofifa.net/players/192/638/22_120.png,192638,Marcos Alonso,Marcos Alonso Mendoza,79,"LWB, LB",English Premier League,Chelsea,Spain,61,21
540,https://cdn.sofifa.net/players/192/789/22_120.png,192789,Mario Gaspar,Mario Gaspar Pérez Martínez,79,RB,Spain Primera Division,Villarreal CF,Spain,14,3
541,https://cdn.sofifa.net/players/192/906/22_120.png,192906,L. Rodríguez,Luis Miguel Rodríguez,79,"ST, CF",Argentina Primera División,Gimnasia y Esgrima La Plata,Argentina,21,1
542,https://cdn.sofifa.net/players/193/198/22_120.png,193198,N. Gudelj,Nemanja Gudelj,79,"CDM, CM, CB",Spain Primera Division,Sevilla FC,Serbia,28,2
543,https://cdn.sofifa.net/players/193/348/22_120.png,193348,X. Shaqiri,Xherdan Shaqiri,79,"RW, RM",French Ligue 1,Olympique Lyonnais,Switzerland,146,14
544,https://cdn.sofifa.net/players/194/209/22_120.png,194209,Y. El Arabi,Youssef El Arabi,79,ST,Greek Super League,Olympiacos CFP,Morocco,18,1
545,https://cdn.sofifa.net/players/194/333/22_120.png,194333,R. Gikiewicz,Rafał Gikiewicz,79,GK,German 1. Bundesliga,FC Augsburg,Poland,12,2
546,https://cdn.sofifa.net/players/196/978/22_120.png,196978,C. Wilson,Callum Wilson,79,ST,English Premier League,Newcastle United,England,53,5
547,https://cdn.sofifa.net/players/198/230/22_120.png,198230,Germán,Germán Sánchez Barahona,79,CB,Spain Primera Division,Granada CF,Spain,2,1
548,https://cdn.sofifa.net/players/198/329/22_120.png,198329,Rodrigo,Rodrigo Moreno Machado,79,"CAM, ST, CM",English Premier League,Leeds United,Spain,89,17
549,https://cdn.sofifa.net/players/198/784/22_120.png,198784,A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,79,CM,English Premier League,Liverpool,England,139,19
550,https://cdn.sofifa.net/players/198/946/22_120.png,198946,D. D'Ambrosio,Danilo D'Ambrosio,79,"CB, RB",Italian Serie A,Inter,Italy,12,7
551,https://cdn.sofifa.net/players/199/354/22_120.png,199354,Lucas Pérez,Lucas Pérez Martínez,79,ST,Spain Primera Division,Elche CF,Spain,20,4
552,https://cdn.sofifa.net/players/199/503/22_120.png,199503,G. Xhaka,Granit Xhaka,79,"CDM, CM",English Premier League,Arsenal,Switzerland,135,45
553,https://cdn.sofifa.net/players/200/315/22_120.png,200315,Cristian Tello,Cristian Tello Herrera,79,"LM, RM",Spain Primera Division,Real Betis Balompié,Spain,43,3
554,https://cdn.sofifa.net/players/200/726/22_120.png,200726,B. Lecomte,Benjamin Lecomte,79,GK,Spain Primera Division,Atlético de Madrid,France,29,5
555,https://cdn.sofifa.net/players/201/455/22_120.png,201455,G. Kondogbia,Geoffrey Edwin Kondogbia,79,"CM, CDM",Spain Primera Division,Atlético de Madrid,Central African Republic,126,14
556,https://cdn.sofifa.net/players/202/048/22_120.png,202048,C. Coady,Conor Coady,79,CB,English Premier League,Wolverhampton Wanderers,England,23,5
557,https://cdn.sofifa.net/players/202/335/22_120.png,202335,E. Dier,Eric Dier,79,"CB, CDM",English Premier League,Tottenham Hotspur,England,99,14
558,https://cdn.sofifa.net/players/202/477/22_120.png,202477,Deulofeu,Gerard Deulofeu Lázaro,79,"LM, CF",Italian Serie A,Udinese Calcio,Spain,171,26
559,https://cdn.sofifa.net/players/202/648/22_120.png,202648,Sergi Darder,Sergi Darder Moll,79,"CM, CDM",Spain Primera Division,RCD Espanyol de Barcelona,Spain,28,1
560,https://cdn.sofifa.net/players/202/750/22_120.png,202750,W. Boly,Willy-Arnaud Zobo Boly,79,CB,English Premier League,Wolverhampton Wanderers,Côte d'Ivoire,19,4
561,https://cdn.sofifa.net/players/202/857/22_120.png,202857,K. Bellarabi,Karim Bellarabi,79,"RW, RM",German 1. Bundesliga,Bayer 04 Leverkusen,Germany,62,4
562,https://cdn.sofifa.net/players/202/935/22_120.png,202935,Álvaro,Álvaro González Soberón,79,CB,French Ligue 1,Olympique de Marseille,Spain,31,42
563,https://cdn.sofifa.net/players/203/299/22_120.png,203299,A. Carrillo,André Martín Carrillo Díaz,79,RM,Saudi Abdul L. Jameel League,Al Hilal,Peru,79,7
564,https://cdn.sofifa.net/players/203/483/22_120.png,203483,D. Klaassen,Davy Klaassen,79,"CAM, CM",Holland Eredivisie,Ajax,Netherlands,63,11
565,https://cdn.sofifa.net/players/204/024/22_120.png,204024,C. Kramer,Christoph Kramer,79,CDM,German 1. Bundesliga,Borussia Mönchengladbach,Germany,52,2
566,https://cdn.sofifa.net/players/204/234/22_120.png,204234,Edgar Badia,Edgar Badia Guardiola,79,GK,Spain Primera Division,Elche CF,Spain,6,2
567,https://cdn.sofifa.net/players/204/259/22_120.png,204259,S. Arias,Santiago Arias Naranjo,79,RB,Spain Primera Division,Granada CF,Colombia,39,9
568,https://cdn.sofifa.net/players/204/538/22_120.png,204538,R. Ruidíaz,Raúl Mario Ruidíaz Misitich,79,ST,USA Major League Soccer,Seattle Sounders FC,Peru,43,4
569,https://cdn.sofifa.net/players/204/884/22_120.png,204884,B. Mendy,Benjamin Mendy,79,LB,English Premier League,Manchester City,France,120,106
570,https://cdn.sofifa.net/players/205/923/22_120.png,205923,B. Davies,Benjamin Thomas Davies,79,"LB, CB",English Premier League,Tottenham Hotspur,Wales,38,7
571,https://cdn.sofifa.net/players/206/413/22_120.png,206413,T. Stepanenko,Taras Stepanenko,79,CDM,Ukrainian Premier League,Shakhtar Donetsk,Ukraine,11,2
572,https://cdn.sofifa.net/players/206/467/22_120.png,206467,A. Plea,Alassane Alexandre Pléa,79,"ST, LW",German 1. Bundesliga,Borussia Mönchengladbach,France,83,8
573,https://cdn.sofifa.net/players/206/545/22_120.png,206545,Manu Trigueros,Manuel Trigueros Muñoz,79,"CM, RM, LM",Spain Primera Division,Villarreal CF,Spain,20,4
574,https://cdn.sofifa.net/players/206/585/22_120.png,206585,Kepa,Kepa Arrizabalaga Revuelta,79,GK,English Premier League,Chelsea,Spain,214,56
575,https://cdn.sofifa.net/players/207/494/22_120.png,207494,J. Lingard,Jesse Lingard,79,CAM,English Premier League,Manchester United,England,220,117
576,https://cdn.sofifa.net/players/208/104/22_120.png,208104,Matheus,Matheus Lima Magalhães,79,GK,Portuguese Liga ZON SAGRES,SC Braga,Brazil,18,1
577,https://cdn.sofifa.net/players/208/135/22_120.png,208135,A. Doucouré,Abdoulaye Doucouré,79,"CM, CDM",English Premier League,Everton,France,72,8
578,https://cdn.sofifa.net/players/208/165/22_120.png,208165,B. Djimsiti,Berat Djimsiti,79,CB,Italian Serie A,Atalanta,Albania,13,5
579,https://cdn.sofifa.net/players/209/846/22_120.png,209846,C. Günter,Christian Günter,79,"LB, LM, LWB",German 1. Bundesliga,Sport-Club Freiburg,Germany,25,4
580,https://cdn.sofifa.net/players/210/315/22_120.png,210315,De Tomás,Raúl De Tomás Gómez,79,ST,Spain Primera Division,RCD Espanyol de Barcelona,Spain,59,13
581,https://cdn.sofifa.net/players/210/324/22_120.png,210324,J. Hofmann,Jonas Hofmann,79,"CM, RM, LM",German 1. Bundesliga,Borussia Mönchengladbach,Germany,17,2
582,https://cdn.sofifa.net/players/210/513/22_120.png,210513,J. Quintero,Juan Fernando Quintero Paniagua,79,CAM,Chinese Super League,Shenzhen FC,Colombia,102,8
583,https://cdn.sofifa.net/players/210/625/22_120.png,210625,K. Mbabu,Melingo Kevin Mbabu,79,RB,German 1. Bundesliga,VfL Wolfsburg,Switzerland,119,12
584,https://cdn.sofifa.net/players/210/897/22_120.png,210897,C. Mbemba,Chancel Mbemba Mangulu,79,CB,Portuguese Liga ZON SAGRES,FC Porto,Congo DR,96,8
585,https://cdn.sofifa.net/players/211/022/22_120.png,211022,Rubén García,Rubén García Santos,79,"LM, ST, RM",Spain Primera Division,CA Osasuna,Spain,20,4
586,https://cdn.sofifa.net/players/211/241/22_120.png,211241,Rubén Peña,Rubén Peña Jiménez,79,"RB, RM, LB",Spain Primera Division,Villarreal CF,Spain,9,2
587,https://cdn.sofifa.net/players/211/748/22_120.png,211748,K. Demirbay,Kerem Demirbay,79,"CM, CDM",German 1. Bundesliga,Bayer 04 Leverkusen,Germany,44,2
588,https://cdn.sofifa.net/players/212/096/22_120.png,212096,V. Grifo,Vincenzo Grifo,79,"LM, CF",German 1. Bundesliga,Sport-Club Freiburg,Italy,28,5
589,https://cdn.sofifa.net/players/212/382/22_120.png,212382,P. Onuachu,Paul Ebere Onuachu,79,ST,Belgian Jupiler Pro League,KRC Genk,Nigeria,83,4
590,https://cdn.sofifa.net/players/212/404/22_120.png,212404,F. Bernardeschi,Federico Bernardeschi,79,"CAM, LM, RM",Italian Serie A,Juventus,Italy,159,18
591,https://cdn.sofifa.net/players/212/442/22_120.png,212442,José Sá,José Pedro Malheiro de Sá,79,GK,English Premier League,Wolverhampton Wanderers,Portugal,40,3
592,https://cdn.sofifa.net/players/213/516/22_120.png,213516,Ricardo Horta,Ricardo Jorge da Luz Horta,79,"CF, LW",Portuguese Liga ZON SAGRES,SC Braga,Portugal,37,4
593,https://cdn.sofifa.net/players/214/047/22_120.png,214047,M. Uribe,Andrés Mateus Uribe Villa,79,"CM, CDM",Portuguese Liga ZON SAGRES,FC Porto,Colombia,21,4
594,https://cdn.sofifa.net/players/216/145/22_120.png,216145,A. Izzo,Armando Izzo,79,CB,Italian Serie A,Torino F.C.,Italy,13,6
595,https://cdn.sofifa.net/players/216/150/22_120.png,216150,D. Zappacosta,Davide Zappacosta,79,"RWB, RM, LM",Italian Serie A,Atalanta,Italy,51,9
596,https://cdn.sofifa.net/players/216/388/22_120.png,216388,A. Saint-Maximin,Allan Saint-Maximin,79,"LM, ST",English Premier League,Newcastle United,France,364,40
597,https://cdn.sofifa.net/players/216/531/22_120.png,216531,Paulinho,João Paulo Dias Fernandes,79,ST,Portuguese Liga ZON SAGRES,Sporting CP,Portugal,26,5
598,https://cdn.sofifa.net/players/218/339/22_120.png,218339,M. Dahoud,Mahmoud Dahoud,79,"CM, CDM",German 1. Bundesliga,Borussia Dortmund,Germany,157,14
599,https://cdn.sofifa.net/players/219/789/22_120.png,219789,H. Traoré,Hamari Traoré,79,RB,French Ligue 1,Stade Rennais FC,Mali,21,3
600,https://cdn.sofifa.net/players/219/809/22_120.png,219809,T. Bakayoko,Tiemoué Bakayoko,79,"CDM, CM",Italian Serie A,AC Milan,France,110,15
601,https://cdn.sofifa.net/players/220/253/22_120.png,220253,Munir,Munir El Haddadi Mohamed,79,"LW, RW, ST",Spain Primera Division,Sevilla FC,Morocco,156,24
602,https://cdn.sofifa.net/players/220/523/22_120.png,220523,Y. Mina,Yerry Fernando Mina González,79,CB,English Premier League,Everton,Colombia,89,18
603,https://cdn.sofifa.net/players/220/673/22_120.png,220673,R. Tapia,Renato Fabrizio Tapia Cortijo,79,"CDM, CM",Spain Primera Division,RC Celta de Vigo,Peru,89,7
604,https://cdn.sofifa.net/players/220/793/22_120.png,220793,D. Sánchez,Davinson Sánchez Mina,79,CB,English Premier League,Tottenham Hotspur,Colombia,171,22
605,https://cdn.sofifa.net/players/221/491/22_120.png,221491,N. Elvedi,Nico Elvedi,79,CB,German 1. Bundesliga,Borussia Mönchengladbach,Switzerland,91,10
606,https://cdn.sofifa.net/players/222/028/22_120.png,222028,J. Weigl,Julian Weigl,79,"CM, CDM",Portuguese Liga ZON SAGRES,SL Benfica,Germany,144,12
607,https://cdn.sofifa.net/players/222/501/22_120.png,222501,T. Castagne,Timothy Castagne,79,"RB, RM",English Premier League,Leicester City,Belgium,36,3
608,https://cdn.sofifa.net/players/223/249/22_120.png,223249,G. Arias,Gabriel Arias Arroyo,79,GK,Argentina Primera División,Racing Club,Chile,7,3
609,https://cdn.sofifa.net/players/223/578/22_120.png,223578,Mata,Jaime Mata Arnaiz,79,ST,Spain Primera Division,Getafe CF,Spain,9,2
610,https://cdn.sofifa.net/players/223/597/22_120.png,223597,R. Aguilar,Ruben Aguilar,79,RB,French Ligue 1,AS Monaco,France,13,1
611,https://cdn.sofifa.net/players/224/031/22_120.png,224031,A. Marušić,Adam Marušić,79,"RWB, LWB, CB",Italian Serie A,Lazio,Montenegro,22,5
612,https://cdn.sofifa.net/players/224/196/22_120.png,224196,R. Bensebaini,Ramy Bensebaini,79,"LB, CB",German 1. Bundesliga,Borussia Mönchengladbach,Algeria,48,8
613,https://cdn.sofifa.net/players/224/490/22_120.png,224490,Z. Çelik,Mehmet Zeki Çelik,79,RB,French Ligue 1,LOSC Lille,Turkey,45,3
614,https://cdn.sofifa.net/players/225/116/22_120.png,225116,A. Meret,Alex Meret,79,GK,Italian Serie A,Napoli,Italy,211,17
615,https://cdn.sofifa.net/players/225/508/22_120.png,225508,E. Bailly,Eric Bertrand Bailly,79,CB,English Premier League,Manchester United,Côte d'Ivoire,143,15
616,https://cdn.sofifa.net/players/225/663/22_120.png,225663,A. Golovin,Aleksandr Golovin,79,"CM, CAM, CF",French Ligue 1,AS Monaco,Russia,143,22
617,https://cdn.sofifa.net/players/226/162/22_120.png,226162,E. Buendía,Emiliano Buendía,79,RM,English Premier League,Aston Villa,Argentina,128,16
618,https://cdn.sofifa.net/players/226/221/22_120.png,226221,Aritz Elustondo,Aritz Elustondo Irribaria,79,"CB, RB",Spain Primera Division,Real Sociedad,Spain,22,2
619,https://cdn.sofifa.net/players/226/300/22_120.png,226300,U. Çakır,Uğurcan Çakır,79,GK,Turkish Süper Lig,Trabzonspor,Turkey,62,10
620,https://cdn.sofifa.net/players/226/456/22_120.png,226456,Pablo Fornals,Pablo Fornals Malla,79,"LM, RM, CAM",English Premier League,West Ham United,Spain,96,13
621,https://cdn.sofifa.net/players/226/851/22_120.png,226851,B. Pavard,Benjamin Pavard,79,"RB, CB",German 1. Bundesliga,FC Bayern München,France,150,23
622,https://cdn.sofifa.net/players/228/093/22_120.png,228093,M. Thuram,Marcus Lilian Thuram-Ulien,79,"LM, ST",German 1. Bundesliga,Borussia Mönchengladbach,France,160,21
623,https://cdn.sofifa.net/players/228/520/22_120.png,228520,E. Ávila,Luis Ezequiel Ávila,79,"ST, RM",Spain Primera Division,CA Osasuna,Argentina,64,9
624,https://cdn.sofifa.net/players/228/687/22_120.png,228687,K. Dolberg,Kasper Dolberg Rasmussen,79,ST,French Ligue 1,OGC Nice,Denmark,412,42
625,https://cdn.sofifa.net/players/230/184/22_120.png,230184,Ronaldo Esler,Ronaldo Diego Esler Domingues,79,"LB, LM",Campeonato Brasileiro Série A,Fortaleza,Brazil,20,1
626,https://cdn.sofifa.net/players/230/216/22_120.png,230216,Adnan Vidual,Adnan Claudiano Vidual Machado,79,RB,Campeonato Brasileiro Série A,Internacional,Brazil,2,1
627,https://cdn.sofifa.net/players/230/234/22_120.png,230234,Everton Andrão,Everton Jorge Andrade Zanon,79,"CDM, CM",Campeonato Brasileiro Série A,Fluminense,Brazil,7,4
628,https://cdn.sofifa.net/players/230/251/22_120.png,230251,Melvin Parrela,Melvin Luan Parrela Porfírio,79,CDM,Campeonato Brasileiro Série A,RB Bragantino,Brazil,11,0
629,https://cdn.sofifa.net/players/230/312/22_120.png,230312,Gabri Prestão,Bernard Gabriel Prestão Chaves,79,GK,Campeonato Brasileiro Série A,Internacional,Brazil,4,2
630,https://cdn.sofifa.net/players/230/498/22_120.png,230498,Luimo Boas Santos,Luan Vágner Boas Macedo,79,ST,Campeonato Brasileiro Série A,Santos,Brazil,33,7
631,https://cdn.sofifa.net/players/232/432/22_120.png,232432,L. Jović,Luka Jović,79,ST,Spain Primera Division,Real Madrid CF,Serbia,280,44
632,https://cdn.sofifa.net/players/232/580/22_120.png,232580,Gabriel,Gabriel dos Santos Magalhães,79,CB,English Premier League,Arsenal,Brazil,123,31
633,https://cdn.sofifa.net/players/232/665/22_120.png,232665,M. Arambarri,Mauro Wilney Arambarri Rosa,79,"CDM, CM",Spain Primera Division,Getafe CF,Uruguay,24,2
634,https://cdn.sofifa.net/players/232/730/22_120.png,232730,D. Kamada,鎌田 大地,79,"CAM, CF",German 1. Bundesliga,Eintracht Frankfurt,Japan,97,12
635,https://cdn.sofifa.net/players/232/756/22_120.png,232756,F. Tomori,Fikayo Tomori,79,CB,Italian Serie A,AC Milan,England,218,21
636,https://cdn.sofifa.net/players/233/738/22_120.png,233738,Zubeldia,Igor Zubeldía Elorza,79,"CB, CM, CDM",Spain Primera Division,Real Sociedad,Spain,52,6
637,https://cdn.sofifa.net/players/234/035/22_120.png,234035,Odriozola,Álvaro Odriozola Arzalluz,79,RB,Italian Serie A,Fiorentina,Spain,147,16
638,https://cdn.sofifa.net/players/234/236/22_120.png,234236,P. Schick,Patrik Schick,79,ST,German 1. Bundesliga,Bayer 04 Leverkusen,Czech Republic,195,26
639,https://cdn.sofifa.net/players/234/612/22_120.png,234612,J. Ikoné,Nanitamo Jonathan Ikoné,79,"RM, ST",French Ligue 1,LOSC Lille,France,128,9
640,https://cdn.sofifa.net/players/235/073/22_120.png,235073,G. Kobel,Gregor Kobel,79,GK,German 1. Bundesliga,Borussia Dortmund,Switzerland,102,9
641,https://cdn.sofifa.net/players/235/688/22_120.png,235688,Lucas Veríssimo,Lucas Veríssimo da Silva,79,CB,Portuguese Liga ZON SAGRES,SL Benfica,Brazil,33,5
642,https://cdn.sofifa.net/players/236/480/22_120.png,236480,Y. Bissouma,Yves Bissouma,79,"CDM, CM",English Premier League,Brighton & Hove Albion,Mali,142,19
643,https://cdn.sofifa.net/players/236/506/22_120.png,236506,M. Senesi,Marcos Nicolás Senesi Barón,79,CB,Holland Eredivisie,Feyenoord,Argentina,115,15
644,https://cdn.sofifa.net/players/236/572/22_120.png,236572,O. Wijndal,Owen Wijndal,79,LB,Holland Eredivisie,AZ Alkmaar,Netherlands,147,12
